SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
BS4T5092,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7706 LB.D.CAP-5.0""Hx92 ""L",55,,,,,"5.0""","92""",7706 lbs,32.0 lbs,,
BS4T5096,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7486 LB.D.CAP-5.0""Hx 96""L",55,,,,,"5.0""","96""",7486 lbs,33.0 lbs,,
BS4T50102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7046 LB.D.CAP-5.0""Hx102""L",55,,,,,"5.0""","102""",7046 lbs,38.0 lbs,,
BS4T50108,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6654 LB.D.CAP-5.0""Hx108""L",55,,,,,"5.0""","108""",6654 lbs,37.0 lbs,,
BS4T50114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6304 LB.D.CAP-5.0""Hx114""L",55,,,,,"5.0""","114""",6304 lbs,42.0 lbs,,
BS4T50126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5704 LB.D.CAP-5.0""Hx126""L",55,,,,,"5.0""","126""",5704 lbs,46.0 lbs,,
BS4T50132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5369 LB.D.CAP-5.0""Hx132""L",55,,,,,"5.0""","132""",5369 lbs,48.0 lbs,,
BS4T50138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4912 LB.D.CAP-5.0""Hx138""L",55,,,,,"5.0""","138""",4912 lbs,50.0 lbs,,
BS4T50144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4511 LB.D.CAP-5.0""Hx144""L",55,,,,,"5.0""","144""",4511 lbs,52.0 lbs,,
BS4T5548,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-17446LB.D.CAP-5.5""Hx48""L",55,,,,,"5.5""","48""",17446 lbs,21.0 lbs,,
BS4T5554,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-15507LB.D.CAP-5.5""Hx54 ""L",55,,,,,"5.5""","54""",15507 lbs,23.0 lbs,,
BS4T5560,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-13957LB.D.CAP-5.5""Hx60 ""L",55,,,,,"5.5""","60""",13957 lbs,25.0 lbs,,
BS4T5566,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-12687LB.D.CAP-5.5""Hx66""L",55,,,,,"5.5""","66""",12687 lbs,27.0 lbs,,
BS4T5572,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-11630LB.D.CAP-5.5""Hx72 ""L",55,,,,,"5.5""","72""",11630 lbs,29.0 lbs,,
BS4T5578,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10736LB.D.CAP-5.5""Hx78 ""L",55,,,,,"5.5""","78""",10736 lbs,32.0 lbs,,
BS4T5584,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9969 LB.D.CAP-5.5""Hx84""L",55,,,,,"5.5""","84""",9969 lbs,34.0 lbs,,
BS4T5590,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9304 LB.D.CAP-5.5""Hx90""L",55,,,,,"5.5""","90""",9304 lbs,36.0 lbs,,
BS4T5592,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9096 LB.D.CAP-5.5""Hx92""L",55,,,,,"5.5""","92""",9096 lbs,37.0 lbs,,
BS4T5596,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8723 LB.D.CAP-5.5""Hx96""L",55,,,,,"5.5""","96""",8723 lbs,38.0 lbs,,
BS4T55102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8210 LB.D.CAP-5.5""Hx102""L",55,,,,,"5.5""","102""",8210 lbs,40.0 lbs,,
BS4T55108,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7754 LB.D.CAP-5.5""Hx108""L",55,,,,,"5.5""","108""",7754 lbs,42.0 lbs,,
BS4T55114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7346 LB.D.CAP-5.5""Hx114""L",55,,,,,"5.5""","114""",7346 lbs,44.0 lbs,,
BS4T55120,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6978 LB.D.CAP-5.5""Hx120""L",55,,,,,"5.5""","120""",6978 lbs,47.0 lbs,,
BS4T55126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6646 LB.D.CAP-5.5""Hx126""L",55,,,,,"5.5""","126""",6646 lbs,49.0 lbs,,
BS4T55132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6344 LB.D.CAP-5.5""Hx132""L",55,,,,,"5.5""","132""",6344 lbs,51.0 lbs,,
BS4T55138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6068 LB.D.CAP-5.5""Hx138""L",55,,,,,"5.5""","138""",6068 lbs,53.0 lbs,,
BS4T55144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5740 LB.D.CAP-5.5""Hx144""L",55,,,,,"5.5""","144""",5740 lbs,55.0 lbs,,
BS4K5548,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-17446LB.D.CAP-5.5""Hx48""L",55,,,,,"5.5""","48""",17446 lbs,21.0 lbs,,
BS4K5554,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-15507LB.D.CAP-5.5""Hx54""L",55,,,,,"5.5""","54""",15507 lbs,23.0 lbs,,
BS4K5560,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-13957LB.D.CAP-5.5""Hx60""L",55,,,,,"5.5""","60""",13957 lbs,25.0 lbs,,
BS4K5566,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-12687LB.D.CAP-5.5""Hx66""L",55,,,,,"5.5""","66""",12687 lbs,27.0 lbs,,
BS4K5572,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-11630LB.D.CAP-5.5""Hx72""L",55,,,,,"5.5""","72""",11630 lbs,29.0 lbs,,
BS4K5578,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10736LB.D.CAP-5.5""Hx78""L",55,,,,,"5.5""","78""",10736 lbs,32.0 lbs,,
BS4K5584,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9969 LB.D.CAP-5.5""Hx84""L",55,,,,,"5.5""","84""",9969 lbs,34.0 lbs,,
BS4K5590,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9304 LB.D.CAP-5.5""Hx90""L",55,,,,,"5.5""","90""",9304 lbs,36.0 lbs,,
BS4K5592,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9096 LB.D.CAP-5.5""Hx92""L",55,,,,,"5.5""","92""",9096 lbs,37.0 lbs,,
BS4K5596,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8723 LB.D.CAP-5.5""Hx96""L",55,,,,,"5.5""","96""",8723 lbs,38.0 lbs,,
BS4K55102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8210 LB.D.CAP-5.5""Hx102""L",55,,,,,"5.5""","102""",8210 lbs,40.0 lbs,,
BS4K55108,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7754 LB.D.CAP-5.5""Hx108""L",55,,,,,"5.5""","108""",7754 lbs,42.0 lbs,,
BS4K55114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7346 LB.D.CAP-5.5""Hx114""L",55,,,,,"5.5""","114""",7346 lbs,44.0 lbs,,
BS4K55120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6978 LB.D.CAP-5.5""Hx120""L",55,,,,,"5.5""","120""",6978 lbs,47.0 lbs,,
BS4K55126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6646 LB.D.CAP-5.5""Hx126""L",55,,,,,"5.5""","126""",6646 lbs,49.0 lbs,,
BS4K55132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6344 LB.D.CAP-5.5""Hx132""L",55,,,,,"5.5""","132""",6344 lbs,51.0 lbs,,
BS4K55138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6068 LB.D.CAP-5.5""Hx138""L",55,,,,,"5.5""","138""",6068 lbs,53.0 lbs,,
BS4K55144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5740 LB.D.CAP-5.5""Hx144""L",55,,,,,"5.5""","144""",5740 lbs,55.0 lbs,,
BS4K6068,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-18000LB.D.CAP-6.0""Hx48""L",55,,,,,"6.0""","48""",18000 lbs,22.0 lbs,,
BS4K6054,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-18000LB.D.CAP-6.0""Hx54""L",55,,,,,"6.0""","54""",18000 lbs,23.5 lbs,,
BS4K6060,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-16055LB.D.CAP-6.0""Hx60""L",55,,,,,"6.0""","60""",16055 lbs,25.7 lbs,,
BS4K6066,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-14600LB.D.CAP-6.0""Hx66""L",55,,,,,"6.0""","66""",14600 lbs,27.8 lbs,,
BS4K6072,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-13379LB.D.CAP-6.0""Hx72""L",55,,,,,"6.0""","72""",13379 lbs,30.0 lbs,,
BS4K6078,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-12350LB.D.CAP-6.0""Hx78""L",55,,,,,"6.0""","78""",12350 lbs,32.1 lbs,,
BS4K6084,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-11468LB.D.CAP-6.0""Hx84""L",55,,,,,"6.0""","84""",11468 lbs,34.3 lbs,,
BS4K6090,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10703LB.D.CAP-6.0""Hx90""L",55,,,,,"6.0""","90""",10703 lbs,36.5 lbs,,
BS4K6092,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10490LB.D.CAP-6.0""Hx92""L",55,,,,,"6.0""","92""",10490 lbs,37.2 lbs,,
BS4K6096,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10034LB.D.CAP-6.0""Hx96""L",55,,,,,"6.0""","96""",10034 lbs,38.62 lbs,,
BS4K60102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9444 LB.D.CAP-6.0""Hx102""L",55,,,,,"6.0""","102""",9444 lbs,42.0 lbs,,
BS4K60108,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8920 LB.D.CAP-6.0""Hx108""L",55,,,,,"6.0""","108""",8920 lbs,43.0 lbs,,
BS4K60114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8450 LB.D.CAP-6.0""Hx114""L",55,,,,,"6.0""","114""",8450 lbs,45.1 lbs,,
BS4K60120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8028 LB.D.CAP-6.0""Hx120""L",55,,,,,"6.0""","120""",8028 lbs,47.3 lbs,,
BS4K60126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7645 LB.D.CAP-6.0""Hx126""L",55,,,,,"6.0""","126""",7645 lbs,49.5 lbs,,
BS4K60132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7298 LB.D.CAP-6.0""Hx132""L",55,,,,,"6.0""","132""",7298 lbs,51.6 lbs,,
BS4K60138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6980 LB.D.CAP-6.0""Hx138""L",55,,,,,"6.0""","138""",6980 lbs,53.8 lbs,,
BS4T6048,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-18000LB.D.CAP-6.0""Hx48""L",55,,,,,"6.0""","48""",18000 lbs,21.31 lbs,,
BS4T6054,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-18000LB.D.CAP-6.0""Hx54""L",55,,,,,"6.0""","54""",18000 lbs,23.5 lbs,,
BS4T6060,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-16055LB.D.CAP-6.0""Hx60""L",55,,,,,"6.0""","60""",16055 lbs,25.7 lbs,,
BS4T6066,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-14600LB.D.CAP-6.0""Hx66""L",55,,,,,"6.0""","66""",14600 lbs,27.8 lbs,,
BS4T6072,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-13379LB.D.CAP-6.0""Hx72""L",55,,,,,"6.0""","72""",13379 lbs,30.0 lbs,,
BS4T6078,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-12350LB.D.CAP-6.0""Hx78""L",55,,,,,"6.0""","78""",12350 lbs,32.14 lbs,,
BS4T6084,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-11468LB.D.CAP-6.0""Hx84""L",55,,,,,"6.0""","84""",11468 lbs,34.3 lbs,,
BS4T6090,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10703LB.D.CAP-6.0""Hx90""L",55,,,,,"6.0""","90""",10703 lbs,36.5 lbs,,
BS4T6092,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10490LB.D.CAP-6.0""Hx92""L",55,,,,,"6.0""","92""",10490 lbs,37.2 lbs,,
BS4T6096,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10034LB.D.CAP-6.0""Hx96""L",55,,,,,"6.0""","96""",10034 lbs,38.62 lbs,,
BS4T60102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9444 LB.D.CAP-6.0""Hx102""L",55,,,,,"6.0""","102""",9444 lbs,40.8 lbs,,
BS4T60108,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8920 LB.D.CAP-6.0""Hx108""L",55,,,,,"6.0""","108""",8920 lbs,43.0 lbs,,
BS4T60114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8450 LB.D.CAP-6.0""Hx114""L",55,,,,,"6.0""","114""",8450 lbs,45.1 lbs,,
BS4T60120,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8028 LB.D.CAP-6.0""Hx120""L",55,,,,,"6.0""","120""",8028 lbs,47.3 lbs,,
BS4T60126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7645 LB.D.CAP-6.0""Hx126""L",55,,,,,"6.0""","126""",7645 lbs,49.5 lbs,,
BS4T60132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7298 LB.D.CAP-6.0""Hx132""L",55,,,,,"6.0""","132""",7298 lbs,51.6 lbs,,
BS4T60138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6980 LB.D.CAP-6.0""Hx138""L",55,,,,,"6.0""","138""",6980 lbs,53.8 lbs,,
U27T3072,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx72""(6')H",55,,,"30""",,"72""",,20600 lbs,39.0 lbs,,
U27K3072,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx72""(6')H",55,,,"30""",,"72""",,22605 lbs,39.0 lbs,,
U37T3072,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx72""(6')H",55,,,"30""",,"72""",,29800 lbs,51.0 lbs,,
U37K3072,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx72""(6')H",55,,,"30""",,"72""",,31400 lbs,51.0 lbs,,
U27T3672,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx72""(6')H",55,,,"36""",,"72""",,20600 lbs,40.0 lbs,,
U27K3672,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx72""(6')H",55,,,"36""",,"72""",,22605 lbs,40.0 lbs,,
U27T4272,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx72""(6')H",55,,,"42""",,"72""",,20600 lbs,41.0 lbs,,
U27K4272,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx72""(6')H",55,,,"42""",,"72""",,22605 lbs,41.0 lbs,,
U27T4872,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx72""(6')H",55,,,"48""",,"72""",,20600 lbs,43.0 lbs,,
U27K4872,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx72""(6')H",55,,,"48""",,"72""",,22605 lbs,43.0 lbs,,
U37T3672,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx72""(6')H",55,,,"36""",,"72""",,29800 lbs,52.0 lbs,,
U37L3672,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 37400 LB.NOM.CAP.EA-36""Dx72""(6')H",55,,,"36""",,"72""",,37400 lbs,52.0 lbs,,
U37T4272,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx72""(6')H",55,,,"42""",,"72""",,29800 lbs,53.0 lbs,,
U37K4272,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx72""(6')H",55,,,"42""",,"72""",,31400 lbs,53.0 lbs,,
U37T4872,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx72""(6')H",55,,,"48""",,"72""",,29800 lbs,54.0 lbs,,
U37K4872,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx72""(6')H",55,,,"48""",,"72""",,31400 lbs,54.0 lbs,,
U27T3084,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx84""(7')H",55,,,"30""",,"84""",,20600 lbs,44.0 lbs,,
U27K3084,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx84""(7')H",55,,,"30""",,"84""",,22605 lbs,44.0 lbs,,
U27T3684,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx84""(7')H",55,,,"36""",,"84""",,20600 lbs,45.0 lbs,,
U27K3684,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx84""(7')H",55,,,"36""",,"84""",,22605 lbs,45.0 lbs,,
U27T4284,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx84""(7')H",55,,,"42""",,"84""",,20600 lbs,46.0 lbs,,
U27K4284,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx84""(7')H",55,,,"42""",,"84""",,22605 lbs,46.0 lbs,,
U27T4884,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx84""(7')H",55,,,"48""",,"84""",,20600 lbs,48.0 lbs,,
U27K4884,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx84""(7')H",55,,,"48""",,"84""",,22605 lbs,48.0 lbs,,
U37T3084,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx84""(7')H",55,,,"30""",,"84""",,29800 lbs,59.0 lbs,,
U37K3084,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx84""(7')H",55,,,"30""",,"84""",,31400 lbs,59.0 lbs,,
U37T3684,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx84""(7')H",55,,,"36""",,"84""",,29800 lbs,61.0 lbs,,
U37K3684,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx84""(7",55,,,"36""",,"84""",,31400 lbs,61.0 lbs,,
U37T4284,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx84""(7')H",55,,,"42""",,"84""",,29800 lbs,62.0 lbs,,
U37K4284,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx84""(7')H",55,,,"42""",,"84""",,31400 lbs,62.0 lbs,,
U37T4884,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx84""(7')H",55,,,"48""",,"84""",,29800 lbs,63.0 lbs,,
U37K4884,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx84""(7')H",55,,,"48""",,"84""",,31400 lbs,63.0 lbs,,
U27T3096,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx96""(8')H",55,,,"30""",,"96""",,20600 lbs,53.0 lbs,,
U27K3096,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx96""(8')H",55,,,"30""",,"96""",,22605 lbs,53.0 lbs,,
U27T3696,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx96""(8')H",55,,,"36""",,"96""",,20600 lbs,55.0 lbs,,
U27K3696,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx96""(8')H",55,,,"36""",,"96""",,22605 lbs,55.0 lbs,,
U27T4296,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx96""(8')H",55,,,"42""",,"96""",,20600 lbs,57.0 lbs,,
U27K4296,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx96""(8')H",55,,,"42""",,"96""",,22605 lbs,57.0 lbs,,
U27T4896,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx96""(8')H",55,,,"48""",,"96""",,20600 lbs,59.0 lbs,,
U27K4896,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx96""(8')H",55,,,"48""",,"96""",,22605 lbs,59.0 lbs,,
U37T3096,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx96""(8')H",55,,,"30""",,"96""",,29800 lbs,68.0 lbs,,
U37K3096,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx96""(8')H",55,,,"30""",,"96""",,31400 lbs,68.0 lbs,,
U37T3696,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx96""(8')H",55,,,"36""",,"96""",,29800 lbs,70.0 lbs,,
U37K3696,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx96""(8')H",55,,,"36""",,"96""",,31400 lbs,70.0 lbs,,
